id	name	cat	url	path	dir	cat_url	ord	code1	code2	code3	dlina	prim	prim2	price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	img_path	img1	img2	img3	img4	img5	desc	Comment	par1	text1	par2	text2	par3	text3	par4	text4	par5	text5	par6	text6	par7	text7	par8	text8	par9	text9	par10	text10	par11	text11	par12	text12	par13	text13	par14	text14	par15	text15	w	h	l	m
1511	Вал карданный автобусов ЛАЗ	ЛАЗ	kardan_695n-2201010-30	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		695Н-2201010-30			734	ЛАЗ, ЛАЗ-695Н		7 460	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	4510	Макс. крутящий момент без разрушения, Н•м	5880	Внутренний диаметр и толщина стенки трубы, мм	71 хЗ	Диаметр окружности описанной элементами шарнира, мм	160	Угол поворота в шарнире 1, °	22	Угол поворота в шарнире 2, °	22	Масса, кг	19.37	Длина в полностью сжатом положении, мм	734	Рабочий ход в шлицевой паре, мм	90	Фланец	695Н-220102 3	Крестовина	130-2201025-02									0.2	0.2	0,74	19.37
1513	Вал карданный 	ЛАЗ	kardan_695n-2201010-10	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		695Н-2201010-10			788			7 460	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	4510	Макс. крутящий момент без разрушения, Н•м	5880	Внутренний диаметр и толщина стенки трубы, мм	71 хЗ	Диаметр окружности описанной элементами шарнира, мм	160	Угол поворота в шарнире 1, °	22	Угол поворота в шарнире 2, °	22	Масса, кг	19.6	Длина в полностью сжатом положении, мм	788	Рабочий ход в шлицевой паре, мм	90	Фланец	695Н-220102 3	Крестовина	130-2201025-02									0.2	0.2	0,79	19.6
1515	Вал карданный 	МАЗ	kardan_200-2201010-08	/kardanyi_valy/catalog/maz/	/kardanyi_valy/catalog/maz/	maz		200-2201010-08			1392			13 970	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	maz.jpg							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	82х3.5	Диаметр окружности описанной элементами шарнира, мм	175	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	34.4	Длина в полностью сжатом положении, мм	1392	Рабочий ход в шлицевой паре, мм	60	Фланец	8*10.1*155*175	Крестовина	5320-2205025									0.2	0.2	1,4	34.4
1517	Вал карданный 	МАЗ	kardan_205-2201010-17	/kardanyi_valy/catalog/maz/	/kardanyi_valy/catalog/maz/	maz		205-2201010-17			1923	МАЗ, спецтехника		14 720	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	maz.jpg							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	40	Длина в полностью сжатом положении, мм	1923	Рабочий ход в шлицевой паре, мм	85	Фланец	8*10.1*155*175	Крестовина	5320-2205025											0.25	0.25	1,93	40
1519	Вал карданный 	МАЗ	kardan_103n-2205010	/kardanyi_valy/catalog/maz/	/kardanyi_valy/catalog/maz/	maz		103Н-2205010			1092	Вал заднего моста MA3-103-H60,-203		16 380	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg					#REF!		Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	82 х 3.5	Диаметр окружности описанной элементами шарнира, мм	220	Угол поворота в шарнире 1, °	18	Угол поворота в шарнире 2, °	18	Масса, кг	42.5	Длина в полностью сжатом положении, мм	1092	Рабочий ход в шлицевой паре, мм	155	Фланец	4*13*130	Крестовина	53205-2201025									0.25	0.25	1,1	42.5
1521	Вал карданный 	МАЗ	kardan_4371w1-2201006-000	/kardanyi_valy/catalog/maz/	/kardanyi_valy/catalog/maz/	maz		4371W1-2201006-000			2726			14 180	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	5337-2201006-02_2408_.jpg							Макс. крутящий момент без деформации, Н•м	5200	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	71 х 3	Диаметр окружности описанной элементами шарнира, мм	160	Угол поворота в шарнире 1, °	22	Угол поворота в шарнире 2, °	22	L1, мм	866	Масса, кг	38.4	Длина в полностью сжатом положении, мм	2726	Рабочий ход в шлицевой паре, мм	87	Фланец	4*14*120	Крестовина	5320-2201025	Опора	53А-2202081					0.2	0.2	2,73	38.4
1523	Вал карданный 	МАЗ	kardan_4371p2-2201006-000	/kardanyi_valy/catalog/maz/	/kardanyi_valy/catalog/maz/	maz		4371P2-2201006-000			2587			14 180	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	5337-2201006-02_2408_.jpg							Макс. крутящий момент без деформации, Н•м	5200	Макс. крутящий момент без разрушения, Н•м	5880	Внутренний диаметр и толщина стенки трубы, мм	71 х 3	Диаметр окружности описанной элементами шарнира, мм	160	Угол поворота в шарнире 1, °	22	Угол поворота в шарнире 2, °	22	L1, мм	824	Масса, кг	35.3	Длина в полностью сжатом положении, мм	2587	Рабочий ход в шлицевой паре, мм	87	Фланец	4*14*120	Крестовина	5320-2201025	Опора	53А-2202081					0.2	0.2	2,59	35.3
1525	Вал карданный 	МАЗ	kardan_500a-2201010-02	/kardanyi_valy/catalog/maz/	/kardanyi_valy/catalog/maz/	maz		500A-2201010-02			1824			14 570	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	maz.jpg							Макс. крутящий момент без деформации, Н•м	8300	Макс. крутящий момент без разрушения, Н•м	12500	Внутренний диаметр и толщина стенки трубы, мм	82х3.5	Диаметр окружности описанной элементами шарнира, мм	175	Угол поворота в шарнире 1, °	28	Угол поворота в шарнире 2, °	28	Масса, кг	42	Длина в полностью сжатом положении, мм	1824	Рабочий ход в шлицевой паре, мм	60	Аналог вала №	500A-2201010-06. 500А-2201010-07	Фланец	8*10.1*155*175	Крестовина	4310-2205025							0.2	0.2	1,83	42
1527	Вал карданный 	МАЗ	kardan_4371p2-2201006-010	/kardanyi_valy/catalog/maz/	/kardanyi_valy/catalog/maz/	maz		4371P2-2201006-010			2087			14 180	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	5337-2201006-02_2408_.jpg							Макс. крутящий момент без деформации, Н•м	5 200	Макс. крутящий момент без разрушения, Н•м	5 800	Внутренний диаметр и толщина стенки трубы, мм	71 х 3	Диаметр окружности описанной элементами шарнира, мм	160	Угол поворота в шарнире 1, °	22	Угол поворота в шарнире 2, °	22	L1, мм	824	Масса, кг	32	Длина в полностью сжатом положении, мм	2087	Рабочий ход в шлицевой паре, мм	87	Фланец	4*14*120	Крестовина	5320-2201025	Опора	53А-2202081					0.2	0.2	2,09	32
1529	Вал карданный 	МАЗ	kardan_500a-2201010-06	/kardanyi_valy/catalog/maz/	/kardanyi_valy/catalog/maz/	maz		500A-2201010-06			1824			14 680	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	maz.jpg							Макс. крутящий момент без деформации, Н•м	12500	Макс. крутящий момент без разрушения, Н•м	18000	Внутренний диаметр и толщина стенки трубы, мм	94 х 4	Диаметр окружности описанной элементами шарнира, мм	175	Угол поворота в шарнире 1, °	28	Угол поворота в шарнире 2, °	28	Масса, кг	49	Длина в полностью сжатом положении, мм	1824	Рабочий ход в шлицевой паре, мм	60	Аналог вала №	500A-2201010-06. 500А-2201010-07	Фланец	8*10.1*155*175	Крестовина	4310-2205025							0.2	0.2	1,83	49
