id	name	dlina	code1	tt		price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	cat	url	path	cat_url	ord	code2	code3	analog	prim	prim2	mesto1	mesto2	img_path	img1	img2	img3	img4	img5	desc	Comment	flanec_type	flanec_code	otv	D_po_centram_otv	D_vneshnyi	burt	truba	krest	krest_code	krest_D	krest_dlina	moment	max_moment	ugol		max_dlina	hod	do_krest	chastota_vrasch	D_vnesh	ot_torca	Осевой ход опоры	par12	text12	par13	text13	par14	text14	par15	text15	w	h	l	m
415	Вал карданный КамАЗ, среднего моста L=1917	1917	6520-2205011-021					41 250	К-Сервис, Н.Челны	49 513	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-021_l-1917-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6520		среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201001-1565mm1.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.92	66.7
417	Вал карданный КамАЗ, среднего моста L=1499	1499	6520-2205011-032					39 050	К-Сервис, Н.Челны	46 575	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-032_l-1499-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6520		среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201001-1565mm1.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.5	59.9
419	Вал карданный КамАЗ, среднего моста L=1173	1173	6520-2205011-08					39 050	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-08_l-1173-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.18	54.6
421	Вал карданный КамАЗ, среднего моста (с защитной трубой) L=1418	1418	6520-2205011-10					38 500	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-10_l-1418-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6520		среднего моста (с защитной трубой)	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	120	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.42	58.5
423	Вал карданный КамАЗ, среднего моста L=1425	1425	6520-2205011-11					39 050	К-Сервис, Н.Челны	45 975	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-11_l-1425-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6520		среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.43	58.7
425	Вал карданный КамАЗ, среднего моста L=1396	1396	6520-2205011-14					39 050	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-14_l-1396-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			58		84-2205025			22700	25000	110			110														0.2	0.2	1.4	58
427	Вал карданный КамАЗ, среднего моста L=1883	1883	6520-2205011-15					41 250	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-15_l-1883-mm	/kardanyi_valy/catalog/kamaz/								среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			57		84-2205025			22700	25000	120			120														0.2	0.2	1.89	57
429	Вал карданный КамАЗ, среднего моста L=1059	1059	6520-2205011-18					36 850	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-18_l-1059-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			57		84-2205025			22700	25000	120			120														0.2	0.2	01.06	57
431	Вал карданный КамАЗ, среднего моста L=1344	1344	6520-2205011-19					36 850	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-19_l-1344-mm	/kardanyi_valy/catalog/kamaz/					RS.93655.31.02			среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	120	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.35	57.3
433	Вал карданный КамАЗ, среднего моста L=1922	1922	6520-2205011-21					41 250	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-21_l-1922-mm	/kardanyi_valy/catalog/kamaz/								среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	120	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.93	66.8
435	Вал карданный КамАЗ, среднего моста L=1499	1499	6520-2205011-32					37 950	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-32_l-1499-mm	/kardanyi_valy/catalog/kamaz/								среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	120	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.5	60
437	Вал карданный КамАЗ, среднего моста L=1525	1525	6520-2205011-42					39 050	К-Сервис, Н.Челны	46 688	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-42_l-1525-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg																																					0.245	0.245	1.53	
439	Вал карданный КамАЗ, среднего моста L=1064	1064	6520-2205011-70					39 050	К-Сервис, Н.Челны	43 975	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520-2205011-70_l-1064-mm	/kardanyi_valy/catalog/kamaz/								среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	kamaz-23205-3.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	01.07	52.8
441	Вал карданный КамАЗ, заднего моста L=701	701	6520Г-2201011-11					39 050	К-Сервис, Н.Челны	34 988	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520g-2201011-11_l-701-mm	/kardanyi_valy/catalog/kamaz/						вал карданный привода заднего моста КамАЗ-6520, -65201, -6522, -65222, -65225, -65226, -6550		заднего моста		/kardanyi_valy/img/kamkardan/	kamaz-701.jpg									Ø15x4	150			37		53205-2201025			9800	11000	120			120														0.245	0.245	0.71	37
443	Вал карданный КамАЗ, среднего моста L=1418	1418	6520Г-2205011-10					39 050	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520g-2205011-10_l-1418-mm	/kardanyi_valy/catalog/kamaz/						привода среднего моста КамАЗ-6520 (КПП-ZF16S151, база 3021), КамАЗ-6520, -6522, -65225 (КПП-ZF16S151, база 3600)-		среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			57		84-2205025			22700	25000	120			120														0.25	0.25	1.42	57
445	Вал карданный КамАЗ, среднего моста L=1396	1396	6520Г-2205011-14					39 050	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520g-2205011-14_l-1396-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			58		84-2205025			22700	25000	120			120														0.25	0.25	1.4	58
447	Вал карданный КамАЗ, среднего моста L=1883	1883	6520Г-2205011-15					42 350	К-Сервис, Н.Челны	49 163	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520g-2205011-15_l-1883-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			57		84-2205025			22700	25000	120			120														0.25	0.25	1.89	57
449	Вал карданный КамАЗ, среднего моста L=1059	1059	6520Г-2205011-18					36 850	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520g-2205011-18_l-1059-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			57		84-2205025			22700	25000	120			120														0.25	0.25	01.06	57
451	Вал карданный КамАЗ, среднего моста L=1344	1344	6520Г-2205011-19					39 050	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520g-2205011-19_l-1344-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			57		84-2205025			22700	25000	120			120														0.25	0.25	1.35	57
453	Вал карданный КамАЗ, среднего моста L=1922	1922	6520Г-2205011-21					43 450	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520g-2205011-21_l-1922-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			65		84-2205025			22700	25000	120			120														0.25	0.25	1.93	65
455	Вал карданный КамАЗ, среднего моста L=1499	1499	6520Г-2205011-32					39 050	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6520g-2205011-32_l-1499-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg									Ø15x4	150			58		84-2205025			22700	25000	120			120														0.25	0.25	1.5	58
457	Вал карданный КамАЗ, среднего моста L=1204	1204	65222-2205011					39 050	К-Сервис, Н.Челны	44 800	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65222-2205011_l-1204-mm	/kardanyi_valy/catalog/kamaz/								среднего моста	от РК до ср.моста	/kardanyi_valy/img/kamkardan/	6361yax2.jpg																																					0.245	0.245	1.21	
459	Вал карданный КамАЗ, переднего моста L=1474	1474	65224-2203011-20					30 250	К-Сервис, Н.Челны	30 675	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65224-2203011-20_l-1474-mm	/kardanyi_valy/catalog/kamaz/								переднего моста		/kardanyi_valy/img/kamkardan/	43114-2203011_1127_.jpg					Пер.моста 65221				Ø15x4	150			35		53205-2205025			12500	18000	120			120														0.245	0.245	1.48	35
461	Вал карданный КамАЗ, среднего моста L=1262	1262	65224-2205011-010					36 850	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-65224-2205011-010_l-1262-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	kamaz-23205-32.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.27	56
463	Вал карданный КамАЗ, среднего моста L=1267	1267	65224-2205011-10											КАМАЗ	kardan-kamaz-65224-2205011-10_l-1267-mm	/kardanyi_valy/catalog/kamaz/								среднего моста	от РК до ср.моста									евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.27	56.1
465	Вал карданный КамАЗ, заднего моста L=1752	1752	6540-2201011-30											КАМАЗ	kardan-kamaz-6540-2201011-30_l-1752-mm	/kardanyi_valy/catalog/kamaz/								заднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.76	64
467	Вал карданный КамАЗ, Промежуточный, с пром.опорой L=946	946	6540-2202011-30											КАМАЗ	kardan-kamaz-6540-2202011-30_l-946-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-6540	6540(КПП152)	Промежуточный, с пром.опорой								Промежуточный, с пром.опорой																																0.2	0.2	0.95	
469	Вал карданный КамАЗ, среднего моста L=1747	1747	6540-2205011-030					25 850	К-Сервис, Н.Челны	45 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6540-2205011-030_l-1747-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.75	64
471	Вал карданный КамАЗ, среднего моста L=1472	1472	6540-2205011-30					30 250	К-Сервис, Н.Челны	33 425	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6540-2205011-30_l-1472-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-6540	6540(КПП152)	среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.25	0.25	1.48	47.7
473	Вал карданный КамАЗ, среднего моста L=1083	1083	6540-2205011-50					26 950	К-Сервис, Н.Челны	30 675	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6540-2205011-50_l-1083-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста КАМАЗ-6540		среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	18000	30˚		2150 мм	120	88,5 мм	2000 об/мин	не более 190 мм											0.25	0.25	01.09	43.9
475	Вал карданный КамАЗ, среднего моста L=1476	1476	6540Г-2205011-60					39 050	К-Сервис, Н.Челны	46 400	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6540g-2205011-60_l-1476-mm	/kardanyi_valy/catalog/kamaz/					6540Г-2205011-60	Вал среднего моста КАМАЗ-6540		среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			105 х 6	57 х 152	84-2205025			25000	25000	35˚		2200 мм	100	100 мм	2000 об/мин	не более 184 мм											0.25	0.25	1.48	59.5
477	Вал карданный КамАЗ, заднего моста L=780	780	6560Г-2201011-01					28 050	К-Сервис, Н.Челны	34 825	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6560g-2201011-01_l-780-mm	/kardanyi_valy/catalog/kamaz/					6560Г-2201011-01	Вал заднего моста КАМАЗ-6560		заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10_709_.jpg					меж/осевой 6520		евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2201025			12500	11000	30˚		2150 мм	155	88,5 мм	2000 об/мин	не более 190 мм											0.24	0.24	0.78	41
479	Вал карданный КамАЗ, среднего моста L=653	653	6560Г-2205011-10					28 050	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-6560g-2205011-10_l-653-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	6361yax.jpg									Ø15x4	150			50		84-2205025			22700	25000	120			120														0.22	0.22	0.66	50
481	Вал карданный КамАЗ, L=780	780	65808-2213010											КАМАЗ	kardan-kamaz-65808-2213010_l-780-mm	/kardanyi_valy/catalog/kamaz/																																																0.22	0.22	0.78	
483	Вал карданный КамАЗ, среднего моста L=1625	1625	68191-2205011					40 150	К-Сервис, Н.Челны	47 163	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-68191-2205011_l-1625-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif																																					0.22	0.22	1.63	
485	Вал карданный КамАЗ, среднего моста L=1210	1210	Р63501-2205011-КАС											КАМАЗ	kardan-kamaz-p63501-2205011-kas_l-1210-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.22	0.22	1.21	55.2
487	Вал карданный КамАЗ, среднего моста L=1214	1214	Р63501-2205011-НХПП											КАМАЗ	kardan-kamaz-p63501-2205011-nhpp_l-1214-mm	/kardanyi_valy/catalog/kamaz/								среднего моста																																								0.22	0.22	1.22	
489	Вал карданный КамАЗ, среднего моста L=1285	1285	Р65117-2205011-L360											КАМАЗ	kardan-kamaz-p65117-2205011-l360_l-1285-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.22	0.22	1.29	56.4
491	Вал карданный КамАЗ, среднего моста L=1395	1395	Р6520-2205011-49											КАМАЗ	kardan-kamaz-p6520-2205011-49_l-1395-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.22	0.22	1.4	58.2
493	Вал карданный КамАЗ, среднего моста L=1504	1504	Р6522-2205011-38											КАМАЗ	kardan-kamaz-p6522-2205011-38_l-1504-mm	/kardanyi_valy/catalog/kamaz/								среднего моста																																								0.22	0.22	1.51	
495	Вал карданный КамАЗ, среднего моста L=1035	1035	Р6522-2205011-71											КАМАЗ	kardan-kamaz-p6522-2205011-71_l-1035-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.22	0.22	01.04	52.3
497	Вал карданный КамАЗ, среднего моста L=1194	1194	Р6522-2205011-ГТ											КАМАЗ	kardan-kamaz-p6522-2205011-gt_l-1194-mm	/kardanyi_valy/catalog/kamaz/								среднего моста																																								0.22	0.22	1.2	
499	Вал карданный КамАЗ, среднего моста L=1095	1095	Р6522-2205011-ДКД											КАМАЗ	kardan-kamaz-p6522-2205011-dkd_l-1095-mm	/kardanyi_valy/catalog/kamaz/								среднего моста																																								0.22	0.22	1.1	
501	Вал карданный КамАЗ, среднего моста L=1233	1233	Р6522-2205011-С1											КАМАЗ	kardan-kamaz-p6522-2205011-c1_l-1233-mm	/kardanyi_valy/catalog/kamaz/								среднего моста																																								0.22	0.22	1.24	
503	Вал карданный КамАЗ, среднего моста L=1475	1475	Р65222-2205011-57											КАМАЗ	kardan-kamaz-p65222-2205011-57_l-1475-mm	/kardanyi_valy/catalog/kamaz/								среднего моста																																								0.22	0.22	1.48	
505	Вал карданный КамАЗ, среднего моста L=1165	1165	Р65225-2205011-ЭВ											КАМАЗ	kardan-kamaz-p65225-2205011-ev_l-1165-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.22	0.22	1.17	54.4
